   age      spacing  sibs    time   status
  25.6       552      1       949      1
  26.2       674      1        88      0
  24.4      1786      2       347      0
  24.1       998      2        80      0
  23.2      1358      4      1167      0
  22.4      1917      2       300      0
  22.2      1961      4       548      0
  20.1       773      2      1611      1
  24.3       858      1       522      0
  22.6      1044      4      1106      0
  23.4       852      1      1011      1
  25.9       839      2       868      0
  23.4       694      2      1211      0
  24.1      1320      2       938      0
  26.8       873      4       284      0
  23.8      1042      1      1175      0
  25.1       780      1       356      0
  22.7      2508      1        99      0
  24.2       393      3      1646      0
  20.9       978      4      1574      0
  22.4      1001      3       370      0
  20.8      1124      1      2334      0
  26.6      1275      3       140      0
  20.6       646      2      1475      1
  23.6      1240      1      1197      0
  24.8       424      4        96      0
  21.9      1964      3       981      0
  23.3       510      1       273      0
  25.5      1386      3       176      0
  23.1       638      4       364      0
  19.3       514      3      3293      0
  21.3      1056      4       934      1
  26.4      1223      1       176      0
  21.8      2147      2       919      0
  21.1      1017      3       667      0
  28.1       636      1       133      0
  18.9      2194      4       851      0
  27.7       493      4        34      0
  28.2       483      3        41      0
  20.0       938      4      2655      0
  26.4       778      2       616      0
  22.5       668      4       514      1
  25.6       701      2      1103      0
  24.1      1596      3       385      0
  23.9      1130      2       324      0
  26.4      1242      4        13      0
  24.2       530      3      1606      0
  20.7       411      1      2399      0
  22.4      1277      2      1707      0
  23.4       918      3      1293      0
  27.7       702      3        36      0
  23.8       584      1       850      0
  25.8       601      4       128      0
  20.3      1042      4      2470      0
  22.1       832      2      1952      0
  21.0      2154      2      1323      0
  24.8      1160      3       856      0
  25.6      1048      4       424      0
  26.4      1173      4       248      0
  26.2      1367      2        24      0
  19.3      1047      2      2552      1
  20.6       838      1      1117      1
  18.6      2392      3      1661      1
  22.4      1396      3      1256      0
  24.3      1139      4      1064      0
  23.4      1285      4       836      0
  22.2      1020      3      1511      0
  20.1      1026      1       714      1
  23.2      1015      1      1115      0
  20.8       611      1      2124      1
  24.8      1494      3         7      0
  26.9      1089      3       134      0
  24.4      1538      4       637      0
  18.7       441      1      1100      1
  24.9      1300      3       191      0
  20.5      1941      1      1722      0
  25.5       841      4       819      0
  22.9      1465      1       943      0
  27.0       971      4       236      0
  25.0       785      4      1183      0
  22.8       644      3      1172      0
  23.3      1279      1      1150      1
  21.5       551      4      2710      0
  21.0       803      2      1550      0
  23.2      1508      1      1188      0
  23.6      1466      1       620      0
  25.2      1008      3       854      0
  25.9       780      3       850      0
  23.7      1131      2       850      0
  23.9       711      4      1642      0
  25.9       590      2      1071      0
  22.6      1071      2      1760      0
  24.2      1630      3       604      0
  25.2       945      4       420      0
  23.3      1184      4       686      0
  26.5      1249      4       228      0
  22.8      1305      1       738      0
  22.8       754      1      1157      0
  21.7      1383      2      1598      0
  26.6       978      1       311      0
  24.7       765      4      1214      0
  24.7       631      2       874      1
  24.1      1177      3      1149      0
  27.1       526      1       501      0
  23.3       651      1      1361      0
  24.2      1245      4      1072      0
  23.6      1444      2       454      0
  25.2      1076      4       634      0
  24.6       597      4      1160      0
  23.6      1329      4      1122      0
  27.2       705      2       494      0
  23.2       771      1       845      1
  22.1       917      4      2136      0
  21.0      1548      1      1530      0
  21.9       764      1      1848      1
  26.2       458      3       163      0
  22.8      1018      4      1299      0
  21.1      1130      3       539      0
  22.9      2192      4       176      0
  23.9      1456      2       337      0
  24.3      1348      4       236      0
  25.1      1573      1       287      0
  25.0       986      3       282      0
  19.1      1206      4      2861      0
  26.0      1142      3       454      0
  27.2       722      1       311      0
  21.0       880      2      2220      0
  21.3       839      1      1956      0
  25.0      1171      1       248      0
  21.8      1707      1      1094      0
  27.7       583      1       148      0
  21.7       911      3      2040      0
  25.2       754      4       784      1
  23.4      1913      1       188      0
  23.2      1596      1       533      0
  20.6      1507      3       889      1
  20.5      1455      4      1752      0
  23.3      1191      3       193      0
  20.1      1373      4      1536      0
  25.1      1425      3        65      0
  23.3       791      3      1588      0
  23.7       789      4      1417      0
  26.2      1406      4       133      0
  19.4       749      4      2341      0
  27.1       828      3       410      0
  26.8       820      2       425      0
  27.8       708      1       132      0
  26.3       628      2       110      0
  27.5       985      4       108      0
  26.3      1051      3       420      0
  27.8       616      2        83      0
  25.6      1421      1       321      0
  21.2      1445      2      1637      0
  26.1      1076      1       314      0
  19.6       828      3      2995      0
  22.5      1433      2      1143      0
  21.4       997      4      1414      0
  22.7      1051      1      1144      0
  25.3       791      3       593      0
  25.7       504      3      1240      0
  27.3       960      1        78      0
  21.5      2404      4       862      0
  21.8       993      3      1512      1
  26.3       888      1       123      0
  26.8       606      4       418      0
  26.2       896      2       436      0
  22.0       975      2      1747      1
  23.0       547      1      1114      1
  24.1      1244      3      1003      0
  25.6      1120      4       554      0
  24.8       773      1       693      0
  21.0      2408      2       167      0
  26.1      1232      4       329      0
  26.7      1127      3        18      0
  21.6       847      2      1582      1
  20.8      1209      4      1217      0
  25.4      1181      4       103      0
  25.0       861      3      1098      0
  24.7       655      1       943      0
  26.1      1243      4       337      0
  25.4      1042      1       399      0
  23.0       424      1      1999      1
  26.2       788      2       194      0
  26.0       521      4       508      1
  27.7       790      2       174      0
  23.8      1141      1       337      0
  23.9       664      4       224      0
  24.5       593      3       500      0
  22.2       932      1      1261      0
  25.6       600      4      1004      0
  19.8       373      4      1612      1
  19.1       710      3       794      1
  22.6      1607      3      1221      0
  23.6      1583      1       830      0
  24.9      1372      3       312      0
  24.8       494      2       880      0
  25.9       908      2       569      0
  26.2      1188      3       413      0
  25.3       522      2       647      0
  23.1       849      1      1689      0
  21.9      1825      3       491      1
  23.4      1026      1       317      0
  23.0      1298      2       102      0
  25.0       993      1       206      0
  28.3       629      1       158      0
  23.4      1270      4      1202      0
  25.4       774      3       878      0
  20.6      1964      1       961      0
  28.1       752      4       136      0
  24.3      1255      3       127      0
  23.3      1656      3      1008      0
  23.4       993      2       807      0
  22.5      1089      3      1791      0
  19.9       975      1      1840      1
  19.3      1254      1      2396      0
  24.3       880      3       998      1
  25.2       854      3       612      0
  26.3       418      1       353      0
  25.2       569      1       983      0
  22.1       874      1      1175      1
  19.6      1797      1      1693      0
  23.8       644      3      1798      0
  26.9      1015      3       280      0
  19.8       598      1       878      1
  23.4       681      2       573      0
  22.4      1047      1      1667      0
  25.1      1153      4       723      0
  24.8      1158      2       436      0
  20.7       592      1      2340      0
  25.0       881      3       844      0
  21.4      1165      2      1491      0
  26.5       808      4       363      0
  27.3       937      4       119      0
  22.0      1089      1       822      0
  20.6      2831      3       358      0
  24.1      1166      1       732      0
  27.1       972      1       190      0
  25.7      1347      4        79      0
  20.5      1344      4      2123      0
  21.7       869      3       645      1
  25.1       708      4      1221      0
  25.4       984      2       574      0
  23.2       745      3      1118      0
  20.5      1012      3       456      1
  22.4      1758      1      1132      0
  24.8       920      2       729      1
  26.6      1046      1        63      0
  23.8       655      1      1193      1
  20.4      1459      4      2139      0
  21.6      2153      4       627      0
  21.4      1533      4       708      0
  25.2       460      1      1504      0
  28.6       474      4       217      0
  25.3       516      2       256      0
  21.0      1614      1      1643      0
  25.5       758      4       703      0
  21.5       607      3      2311      0
  23.1      1011      2      1558      1
  21.4       932      3      2165      0
  24.3      1055      1      1129      0
  24.4      1393      4       634      1
  24.0      1291      2       969      0
  23.8      1190      4      1175      0
  24.9      1693      2        91      0
  25.7       705      1        61      0
  25.7      1198      4       406      0
  19.7       667      3      3322      0
  21.0      1574      2      1878      0
  26.7       825      1       568      0
  23.2       984      3      1520      0
  24.0      1460      4       452      0
  28.2       615      4       132      0
  24.5       766      1       944      1
  19.8      1004      1      1874      0
  25.7       815      4       868      0
  23.8       856      1       619      0
  25.2      1592      1       103      0
  23.0       343      1      1702      1
  24.5      1116      4       882      0
  21.4       559      4       628      1
  27.5       685      4        96      0
  25.0      1233      2       638      0
  27.0      1051      4       252      0
  23.6      1543      3       913      0
  23.2      1057      3      1619      0
  22.4       846      3      1553      0
  25.5      1277      4       515      0
  24.9      1072      3       438      0
  28.1       754      2        52      0
  21.9       492      2      2457      0
  26.2       809      1       561      0
  21.0      1637      4      1063      0
  19.9      1287      2      1792      0
  24.9       841      4      1126      0
  24.2       362      3      1943      0
  23.9      2102      4       108      0
  22.6       769      3       737      1
  23.6       753      2       177      0
  24.9       465      3      1563      0
  25.7      1337      4       213      0
  25.1       699      1      1217      0
  26.9       625      3       134      0
  23.8      1475      1       818      0
  23.2      1198      2      1163      0
  22.8      2107      2       264      0
  23.6      1182      4       397      0
  18.9      1621      1      1340      1
  21.7      1312      4      1710      0
  24.4       999      4      1036      0
  19.1       882      2      3075      0
  25.8      1048      1       385      0
  19.8       716      1      2463      1
  23.6       595      2      1119      0
  22.0       554      4        72      0
  22.5      1626      2       621      0
  25.9      1343      1       119      0
  20.6      1455      4      1899      0
  24.8      1087      4       763      0
  23.4       784      2       159      0
  24.8       894      2      1124      1
  20.9       448      1       544      1
  26.3       742      1       372      0
  25.7      1090      1       198      0
  25.8      1325      4       186      0
  19.0       981      3      1936      0
  25.3       803      1       848      0
  25.9       883      2       506      0
  21.4       741      3      2027      1
  27.2       984      2        45      0
  21.0       570      1      2795      0
  24.0       896      4      1209      0
  19.6      1520      2      2058      0
  24.3       974      3      1237      0
  22.4       809      3      1307      0
  23.8       820      3       321      0
  28.0       722      3       172      0
  25.8      1080      1       650      0
  25.5       508      2       447      0
  20.7       700      4      2789      0
  22.5       794      2      1247      0
  27.4       789      3        45      0
  26.8       936      2       196      0
  25.3       575      4      1103      0
  26.1       575      2       855      0
  25.6      1694      4        47      0
  18.8      2342      4      1298      0
  24.0      1310      3       366      0
  25.7      1492      3       155      0
  23.4       728      3       818      1
  26.5       962      2       292      0
  21.3      1009      1      1673      1
  26.4       580      3       127      0
  22.2      1969      4       733      0
  20.9       607      4      2789      0
  21.4      1360      4      1816      0
  19.9      2207      2       706      1
  19.9       690      1      3117      0
  25.6       680      2       855      1
  26.1      1243      2       113      0
  26.1      1032      1       416      0
  27.0      1063      1        71      0
  22.9       373      4      2030      0
  24.6       979      3      1122      0
  26.8       936      4       139      0
  24.7      1072      2       912      0
  20.0       798      2       724      1
  22.2       579      1      1031      1
  25.5      1168      2         2      0
  26.0       569      4       768      0
  25.4       888      3       419      0
  22.6      1191      4       716      0
  20.8      1447      1      1272      0
  27.0      1124      3        76      0
  21.8      1622      3      1159      1
  23.2      1363      2       698      0
  21.5       781      2      1722      1
  23.7       919      3      1174      0
  26.0       825      4       490      0
  28.3       606      3        80      0
  27.1       938      3       208      0
  25.8       901      4       827      0
  25.0       953      2       826      0
  24.7      1668      1       267      0
  23.1      2063      3       388      0
  23.7       876      3      1078      0
  18.0      2456      2      2108      0
  22.3       945      1        32      0
  21.3       686      2       712      0
  26.7       443      4       661      0
  20.9      1308      3      1819      0
  20.7      1280      4      1422      0
  24.7      1149      3       805      0
  25.0       908      1       947      0
  25.6       678      2      1089      0
  25.7      1471      3       148      0
  25.0       904      4       486      0
  22.0      1336      3      1561      0
  22.4       691      1      1769      1
  23.9      1642      4       765      0
  25.0      1091      4       598      0
  26.2      1207      3       302      0
  23.2      1107      2       846      1
  24.9       814      2      1012      1
  24.2       826      4       974      0
  22.5       662      4      1197      0
  24.4      1588      1        64      0
  24.3      1602      2       454      0
  27.1       644      4       509      0
  26.0       699      2       875      0
  26.4       866      2       568      0
  24.5       891      1      1102      0
  19.2      1060      2      2989      0
  19.9       824      1      2049      0
  22.7      2279      3       437      0
  25.6       801      3       617      0
  26.3      1455      3        31      0
  23.6       685      3      1414      0
  19.9       567      2       630      1
  21.5      1629      4       864      0
  27.2       586      3       514      0
  21.2      1012      2      1096      1
  25.1       768      1       960      0
  25.8       582      1       936      0
  26.9       959      1       338      0
  23.0      1383      3      1127      0
  25.6       871      4       679      0
  23.8       903      4      1332      0
  24.7       710      4       594      0
  24.6      1092      4      1057      0
  26.3      1043      4        95      0
  27.3      1017      1       165      0
  26.1       348      1       314      0
  25.3      1158      2       648      0
  25.4       758      2       956      0
  26.0      1065      2       435      0
  26.3      1032      1       498      0
  20.1      1031      2      2354      0
  27.1      1087      4        11      0
  20.6      1877      3       954      1
  26.6       881      3        87      0
  24.2       551      1      1141      0
  23.4      1433      3       675      0
  21.7       974      4      2005      0
  21.5      1690      1      1467      0
  23.1      1318      1       769      0
  26.8       908      3       115      0
  24.7       923      4       656      0
  27.2       595      4       495      0
  26.0      1161      1       452      0
  24.7       668      4       736      0
  21.8      1191      4      1722      0
  20.4      1080      3      1981      0
  21.0      1678      1       111      0
  23.0      1124      3        73      0
  21.6      1067      1      1671      0
  21.4      1159      4      2151      0
  21.6      2442      3       794      0
  22.3      1584      1      1247      0
  26.3      1105      1       413      0
  19.0      1188      1      1454      1
  24.3       564      3      1037      1
  24.8      1417      4       543      0
  20.7       622      4      2896      0
  23.9       917      2        20      0
  18.5       848      1      3134      0
  22.3      1144      3       281      0
  22.1      1161      1      1543      0
  21.5      1934      3      1009      0
  23.9       693      2       305      0
  19.8      1826      4      1541      0
  20.6      2401      4       779      0
  23.3       905      4       895      1
  26.5       757      4       324      0
  23.6      2263      4       280      0
  19.3      3468      3       617      0
  26.3       986      4       329      0
  18.3       627      3      1823      0
  20.9      1277      1       981      1
  24.1      2034      4        47      0
  22.6      1792      2      1142      0
  24.2      1174      3      1006      0
  24.0       415      1      1369      1
  24.4       768      4      1109      1
  26.6      1100      2       296      0
  26.1       827      2       689      0
  24.5      1134      1       403      0
  18.2      3078      3      1123      0
  24.6      1358      3       678      0
  27.1      1148      1        41      0
  22.5      1519      2       946      0
  26.1       762      1       175      0
  25.5      1203      1       648      0
  26.0      1013      3       634      0
  25.2      1530      2       147      0
  24.4      1005      1      1208      0
  20.1      2206      1       426      0
  26.6       967      4       421      0
  26.0      1066      3       482      0
  23.4      1292      2       581      0
  18.6      1831      1      1730      0
  25.8       889      4       677      0
  24.8      1213      3       511      0
  22.2       784      3      1376      0
  24.1       589      4       771      0
  26.5       605      1       377      0
  22.6       331      3      2509      0
  26.7       518      3       737      0
  22.1       505      4      1049      0
  24.0       879      1      1033      0
  17.8      1200      4      2230      0
  23.5      1478      4       386      1
  21.4       874      1      2138      0
  23.2       751      3       719      1
  24.1      1029      3      1175      0
  25.5      1303      3       342      0
  20.4       992      2      2126      1
  21.8      1395      4      1646      0
  22.4      1166      2       832      0
  25.5      1733      4        71      0
  22.4      1719      3       932      0
  24.8      1128      3       854      0
  25.3       804      4      1084      0
  19.2       322      3      2680      0
  27.0       922      4       254      0
  24.9      1419      1       147      0
  23.5      1076      1       240      0
  24.1      1382      4       670      0
  24.7      1208      1       630      0
  21.9       736      3      2138      0
  25.7       859      2       208      0
  20.2       943      1      2350      0
  25.6      1128      3        12      0
  24.4       897      4       539      0
  23.1      1828      4       387      0
  24.9      1059      3       491      0
  23.3      1200      2       757      0
  26.5      1042      1        92      0
  21.9       669      1      1161      1
  26.4      1139      2       370      0
  24.8       854      2       530      0
  19.6       707      4      2719      0
  22.1       605      3      1289      1
  24.2      1006      4       876      0
  24.1       919      4      1295      0
  21.1      2035      3       611      0
  23.6      1400      2       245      0
  27.1      1014      1       110      0
  25.7      1222      3       437      0
  24.7       956      4       883      0
  22.7      1164      3      1537      0
  26.7       897      1       256      0
  24.0      1407      3       885      0
  26.1      1255      1        43      0
  26.9       740      1       365      0
  25.8      1270      4       339      0
  21.5      1634      1      1670      0
  26.6       507      1       731      0
  25.1      1839      2        52      0
  20.3      1641      3      1757      0
  26.0      1322      4       216      0
  21.4      1684      2        85      0
  22.4      1493      4      1209      0
  19.9       740      1      2533      0
  25.1       908      1       656      0
  24.4      1384      3       814      0
  24.6       864      3       746      0
  24.1      2009      4       112      0
  28.0       615      1       186      0
  19.8       960      4      2087      1
  23.3      1086      1       549      0
  23.0       881      3       550      1
  19.7      1312      1      2636      0
  24.5       789      4      1217      0
  25.3       866      1       765      0
  20.4      1071      4      2124      0
  20.5      1470      1      2116      0
  23.0       793      2      1494      0
  23.7      1267      1       654      1
  27.2       698      1       219      0
  21.3       925      2      2265      0
  24.8       977      1       126      0
  25.3      1271      1       177      0
  24.9       904      1      1045      0
  27.3       625      4       373      0
  21.4       886      4      1581      1
  27.2       527      3       654      0
  26.0       495      2       735      0
  25.3      1044      1       797      0
  24.1      1177      3       777      0
  22.5      1806      1       382      0
  23.1      1183      4      1438      0
  23.4       856      3       491      0
  26.1       919      1       659      0
  25.4       626      2       683      0
  24.1       742      1       940      1
  26.5       715      4       526      0
  21.7      1382      2       786      0
  20.4       695      3      2514      0
  21.6       856      4      2305      0
  23.4      1112      4       653      0
  20.6      2467      1       530      0
  25.3      1221      1       386      0
  23.1       961      4      1644      0
  21.2      2890      3        78      0
  27.5       875      4       211      0
  25.6       754      4       577      0
  22.4      1354      4       833      0
  27.5       705      3       204      0
  22.1      1362      1      1012      0
  25.1      1426      4       424      0
  21.7      1182      4      1898      0
  23.3       703      3        31      0
  25.8       831      4       333      0
  27.3       775      2         4      0
  23.5       886      2      1195      1
  19.9       798      4       912      1
  27.1       484      4       565      0
  22.8       722      2       708      1
  22.3      1011      3      1882      0
  20.1      1127      4       591      1
  24.1       627      1       842      1
  24.3       952      3       476      0
  21.7      1081      1      1180      0
  20.3      1602      3      1340      0
  25.0      1004      1       802      0
  23.0      1722      3       595      0
  24.9      1069      3        22      0
  24.7       914      2      1013      0
  24.2       953      3      1228      0
  20.4       764      1       817      1
  22.9       886      3       729      1
  24.4       992      1       367      0
  26.0       714      1       464      0
  25.1       709      2       954      0
  22.9      1003      3       282      0
  23.4      1162      3      1412      0
  21.2      1457      1      1661      0
  27.0       688      1       248      0
  19.4      1610      4      2416      0
  24.4       877      3       916      0
  22.6      2116      1       356      0
  23.1      2338      1       317      0
  23.2       630      1      1008      1
  22.4       583      1       847      0
  22.6      1043      2      1041      0
  26.4       508      2       757      0
  25.5      1231      4       359      0
  26.8       735      4       569      0
  23.3       799      2      1601      1
  23.2      1544      3      1134      0
  24.1       833      3       444      0
  22.0       863      2       604      0
  27.9       680      2         9      0
  23.4      2341      2       253      0
  21.5       610      3      2180      1
  22.5      1149      4      1352      0
  21.3      1665      1       409      0
  20.9      1154      3       935      1
  23.6      1643      1       454      0
  25.4       743      4       814      0
  21.5       685      1      2044      0
  18.6       844      1       753      1
  23.3      1078      4       792      0
  23.7      1333      1       882      0
  24.4       577      2      1386      0
  25.7      1122      1       650      0
  24.8      1331      1       579      0
  21.8       729      1      1735      0
  26.1      1150      3        76      0
  23.5      1557      4       908      0
  25.7      1452      3        24      0
  21.2       861      4      2205      0
  19.8      2650      1       651      0
  26.3      1074      2        44      0
  28.7       556      1        80      0
  27.1       772      4       173      0
  25.7       401      4       642      1
  24.1       909      4       942      0
  20.6       510      1      1935      0
  25.2       600      3      1048      1
  26.2      1235      2       187      0
  25.3       746      3       561      0
  20.5      2406      2       818      0
  24.2       778      3       868      0
  21.0       911      1      2411      0
  22.6      1496      1      1139      0
  22.5       708      2      1372      1
  22.6       539      3      1284      1
  25.3       435      3        42      0
  25.5       891      1       817      0
  28.3       637      2        51      0
  22.1       604      3      1065      0
  26.0      1467      3        67      0
  22.4      1274      4       898      0
  22.7       981      1      1864      0
  21.5      1640      4      1534      0
  22.4      1195      3       860      0
  27.2       762      2       293      0
  23.5      1354      1        24      0
  22.8      1584      3       321      0
  23.7      1010      3       285      0
  25.0       977      4       934      0
  25.8       907      4       103      0
  22.9      1531      1       436      0
  24.9      1326      1       412      0
  22.1      1242      3       615      1
  24.8      1509      3       252      0
  24.4       845      2       532      1
  24.6       907      1       994      0
  21.2      1538      3      1630      0
  26.0      1094      2       304      0
  25.3      1130      3       373      0
  26.9      1057      4        71      0
  27.5       474      1       551      0
  21.2      1257      2      1696      0
  20.1       479      3      2366      1
  26.1       620      3       937      0
  22.2      1466      1      1411      0
  18.9       820      2      3235      0
  24.2      1086      3      1188      0
  19.9      2741      1       948      0
  24.8      1739      1       177      0
  23.0      1051      1       507      0
  25.3      1346      2       480      0
  21.2       865      4      2353      0
  25.9      1125      2        84      0
  20.3      1261      3       918      1
  22.1       725      4      2330      0
  22.4       574      3       935      1
  25.3       946      4       831      1
  27.2       681      2       350      0
  20.4      2409      2       305      0
  26.3       670      2       266      0
  22.1      1580      3       928      0
  23.1       841      3      1540      0
  20.9      1659      1      1853      0
  25.7      1045      3       531      0
  22.4      1256      4      1615      0
  26.3      1464      3        50      0
  23.3       613      3      1381      1
  21.2       738      1       850      1
  25.7       525      1       636      1
  21.5       592      2      1423      1
  22.5       700      1      2098      0
  25.5       457      4       463      0
  21.2      1350      2      1144      0
  25.1      1488      4       195      0
  21.7       785      1      2220      0
  20.8       639      1       886      1
  24.9      1256      3       438      0
  25.7       762      2       807      0
  24.2      1256      4       783      0
  24.7       842      1       646      0
  25.0       679      2      1023      0
  23.2      1474      1       965      0
  27.4       916      2       188      0
  23.6       973      2       547      1
  24.7      1803      2       330      0
  26.7      1260      3        34      0
  22.1      1038      3       818      0
  18.0      2374      4      1939      0
  24.7      1061      1       871      0
  20.6      1316      3      2086      0
  26.8       763      3       463      0
  26.9      1160      1       196      0
  23.8       969      2      1423      0
  25.5      1140      1       419      0
  25.9      1079      3        49      0
  22.9      2252      2       211      0
  18.9       555      1      3142      0
  22.2      1092      2      1641      0
  23.9      2176      2       154      0
  18.9      2020      2      2232      0
  25.4       707      2       532      0
  26.9       680      2       103      0
  26.0      1092      4       464      0
  26.0       825      3       591      0
  22.2      1500      3      1248      0
  19.6       885      2      2604      0
  22.6       854      4      1440      0
  26.6       989      2       419      0
  26.1      1162      3       238      0
  20.2       828      4       861      1
  25.3       961      2       312      0
  21.0       893      4      2595      0
  25.5       960      4        52      0
  26.6       979      1       264      0
  26.4       881      3       278      0
